,aff_no,age,Act1,Act2,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,roomate,famrel,freetime,goout,Dalc,Walc,health,absences,hindi_mrk(10),eng_mrk(10),socil_mrk(10),sci_mrk(10),skt_mrk(10),math_mrk(10),perc(total_avg),site_sel,G1_11F,G2 _11S,G3_12,SugSite,NewSite
230,530401.0,17.0,4.0,3.0,1.0,2.0,0.0,0,0,0,,,,,,3.0,2.0,3.0,1.0,2.0,3.0,14.0,26.0,32.0,8.0,19.0,70.0,55.0,35.0,1,64.0,73.5,64.0,0,1
231,530402.0,17.0,2.0,2.0,2.0,2.0,0.0,0,1,1,,,,,,4.0,5.0,2.0,1.0,1.0,1.0,4.0,81.0,61.0,90.0,20.0,56.0,46.0,59.0,1,67.0,53.0,67.0,0,1
232,530403.0,17.0,4.0,4.0,1.0,2.0,0.0,1,1,0,,,,,,4.0,5.0,5.0,1.0,3.0,2.0,14.0,72.0,82.0,92.0,63.0,85.0,30.0,70.66666667,1,61.0,81.0,61.0,0,1
233,530404.0,16.0,4.0,4.0,1.0,2.0,0.0,0,1,1,,,,,,4.0,2.0,4.0,2.0,4.0,1.0,2.0,81.0,74.0,16.0,30.0,70.0,40.0,51.83333333,1,87.0,65.0,87.0,0,1
234,530405.0,16.0,1.0,1.0,2.0,2.0,0.0,0,1,1,,,,,,3.0,4.0,2.0,1.0,1.0,5.0,18.0,97.0,96.0,96.0,39.0,93.0,91.0,85.33333333,2,62.0,51.0,62.0,0,2
235,530406.0,16.0,3.0,2.0,2.0,3.0,0.0,0,0,0,,,,,,5.0,3.0,3.0,1.0,3.0,2.0,10.0,96.0,49.0,52.0,84.0,8.0,28.0,52.83333333,1,69.0,78.0,69.0,0,1
236,530407.0,17.0,2.0,2.0,1.0,2.0,0.0,0,0,1,,,,,,4.0,4.0,2.0,5.0,5.0,4.0,4.0,71.0,34.0,85.0,94.0,8.0,3.0,49.16666667,1,51.0,44.0,51.0,1,Arts
237,530408.0,16.0,2.0,1.0,1.0,1.0,0.0,0,0,0,,,,,,4.0,5.0,2.0,1.0,1.0,5.0,20.0,80.0,6.0,25.0,68.0,51.0,11.0,40.16666667,1,79.0,76.0,79.0,0,1
238,530409.0,17.0,2.0,1.0,3.0,2.0,0.0,0,0,0,,,,,,2.0,1.0,1.0,1.0,1.0,3.0,2.0,53.0,83.0,54.0,98.0,74.0,97.0,76.5,2,73.0,58.0,73.0,0,2
239,530410.0,18.0,2.0,2.0,1.0,2.0,1.0,0,0,0,,,,,,5.0,5.0,4.0,3.0,5.0,2.0,0.0,11.0,56.0,80.0,40.0,60.0,58.0,50.83333333,1,81.0,68.0,81.0,0,1
240,530411.0,17.0,4.0,3.0,2.0,2.0,0.0,0,0,0,,,,,,2.0,5.0,5.0,1.0,4.0,5.0,14.0,29.0,21.0,14.0,70.0,71.0,48.0,84.0,2,48.0,77.0,78.0,1,Comm&Mgmt
241,530412.0,17.0,4.0,4.0,2.0,2.0,0.0,0,1,1,,,,,,3.0,3.0,3.0,2.0,3.0,4.0,2.0,19.0,52.0,22.0,81.0,86.0,56.0,52.66666667,1,74.0,63.16,74.0,0,1
242,530413.0,16.0,4.0,3.0,1.0,1.0,0.0,0,0,0,,,,,,5.0,4.0,5.0,1.0,1.0,3.0,0.0,50.0,58.0,87.0,69.0,59.0,21.0,58.0,1,49.0,39.0,49.0,1,Sci&Tech
243,530414.0,16.0,4.0,4.0,1.0,1.0,0.0,0,0,0,,,,,,5.0,3.0,2.0,1.0,2.0,5.0,0.0,56.0,85.0,34.0,99.0,65.0,98.0,72.83333333,1,87.0,87.0,87.0,0,1
244,530415.0,18.0,2.0,1.0,2.0,3.0,0.0,0,1,1,,,,,,4.0,4.0,4.0,1.0,1.0,3.0,0.0,84.0,91.0,94.0,47.0,87.0,33.0,72.66666667,1,47.0,73.0,77.0,1,Arts
245,530416.0,16.0,2.0,1.0,3.0,1.0,0.0,0,0,0,,,,,,4.0,3.0,3.0,1.0,1.0,4.0,6.0,26.0,53.0,44.0,50.0,32.0,23.0,38.0,1,76.0,64.0,76.0,0,1
246,530417.0,17.0,2.0,3.0,2.0,1.0,0.0,0,0,0,,,,,,5.0,2.0,2.0,1.0,1.0,2.0,4.0,70.0,63.0,59.0,25.0,56.0,62.0,55.83333333,0,70.89,71.98,70.89,0,0
247,530418.0,22.0,3.0,1.0,1.0,1.0,3.0,0,0,0,,,,,,5.0,4.0,5.0,5.0,5.0,1.0,16.0,63.0,16.0,15.0,24.0,62.0,62.0,40.33333333,0,63.0,60.0,63.0,0,0
248,530419.0,18.0,3.0,3.0,1.0,2.0,1.0,0,1,0,,,,,,4.0,3.0,3.0,1.0,3.0,5.0,8.0,83.0,82.0,7.0,31.0,92.0,38.0,55.5,0,63.0,62.0,63.0,0,0
249,530420.0,16.0,0.0,2.0,1.0,1.0,0.0,0,0,1,,,,,,4.0,3.0,2.0,2.0,4.0,5.0,0.0,85.0,83.0,69.0,67.0,29.0,11.0,57.33333333,0,50.0,37.0,50.0,1,Comm&Mgmt
250,530421.0,18.0,3.0,2.0,2.0,1.0,1.0,0,0,0,,,,,,4.0,4.0,5.0,2.0,4.0,5.0,0.0,96.0,95.0,83.0,39.0,71.0,85.0,78.16666667,2,75.2,73.2,75.2,0,2
251,530422.0,16.0,3.0,3.0,3.0,2.0,0.0,1,1,0,,,,,,5.0,3.0,3.0,1.0,3.0,2.0,6.0,96.0,91.0,50.0,91.0,43.0,17.0,64.66666667,1,54.4,61.12,54.4,1,Sci&Tech
252,530423.0,18.0,2.0,1.0,1.0,1.0,1.0,0,0,0,,,,,,3.0,2.0,5.0,2.0,5.0,5.0,4.0,19.0,98.0,61.0,86.0,87.0,51.0,67.0,1,40.89,45.83,40.89,1,Arts
253,530424.0,16.0,2.0,1.0,2.0,1.0,0.0,0,0,0,,,,,,3.0,3.0,2.0,1.0,3.0,3.0,0.0,90.0,31.0,72.0,57.0,53.0,55.0,59.66666667,1,80.0,70.0,80.0,0,1
254,530425.0,17.0,2.0,1.0,1.0,1.0,0.0,0,0,0,,,,,,4.0,4.0,2.0,2.0,4.0,5.0,0.0,57.0,57.0,62.0,36.0,86.0,46.0,57.33333333,0,74.0,60.0,74.0,0,0
255,530426.0,17.0,1.0,1.0,2.0,1.0,1.0,0,1,0,,,,,,4.0,4.0,4.0,1.0,2.0,5.0,2.0,38.0,49.0,38.0,64.0,21.0,91.0,50.16666667,0,60.4,66.6,60.4,0,0
256,530427.0,17.0,4.0,2.0,1.0,4.0,0.0,0,1,1,,,,,,4.0,2.0,3.0,1.0,1.0,4.0,6.0,63.0,40.0,93.0,86.0,86.0,8.0,62.66666667,1,63.0,71.4,63.0,0,1
257,530428.0,19.0,4.0,3.0,1.0,2.0,0.0,0,1,0,,,,,,4.0,3.0,1.0,1.0,1.0,1.0,12.0,86.0,75.0,86.0,44.0,91.0,96.0,79.66666667,2,68.0,76.0,68.0,0,2
258,530429.0,18.0,2.0,1.0,1.0,2.0,0.0,0,0,0,,,,,,5.0,2.0,4.0,1.0,2.0,4.0,8.0,16.0,44.0,26.0,94.0,57.0,85.0,53.66666667,0,74.0,62.0,74.0,0,0
259,530430.0,17.0,2.0,2.0,1.0,4.0,0.0,0,0,1,,,,,,3.0,4.0,1.0,1.0,1.0,2.0,0.0,34.0,79.0,63.0,59.0,69.0,92.0,66.0,1,52.6,65.58,52.6,1,Comm&Mgmt
260,530431.0,18.0,4.0,3.0,1.0,2.0,0.0,0,1,1,,,,,,3.0,1.0,2.0,1.0,3.0,2.0,21.0,44.0,50.0,94.0,36.0,77.0,89.0,65.0,1,74.0,70.0,74.0,0,1
261,530432.0,18.0,4.0,3.0,1.0,2.0,0.0,0,1,1,,,,,,4.0,3.0,2.0,1.0,1.0,3.0,2.0,82.0,36.0,31.0,13.0,77.0,7.0,41.0,0,84.2,73.4,84.2,0,0
262,530433.0,18.0,3.0,2.0,1.0,3.0,0.0,0,0,0,,,,,,5.0,3.0,2.0,1.0,1.0,3.0,1.0,49.0,27.0,83.0,9.0,68.0,24.0,43.33333333,0,44.0,64.2,86.5,1,Sci&Tech
263,530434.0,17.0,3.0,3.0,1.0,3.0,0.0,0,0,0,,,,,,3.0,2.0,3.0,1.0,1.0,4.0,4.0,36.0,93.0,54.0,72.0,98.0,44.0,66.16666667,1,61.0,70.0,61.0,0,1
264,530435.0,18.0,2.0,2.0,1.0,3.0,0.0,0,1,1,,,,,,4.0,3.0,3.0,1.0,1.0,3.0,0.0,28.0,12.0,87.0,71.0,15.0,57.0,45.0,0,80.0,73.0,80.0,0,0
265,530436.0,18.0,3.0,4.0,2.0,2.0,0.0,0,1,1,,,,,,4.0,2.0,5.0,3.0,4.0,1.0,13.0,18.0,70.0,15.0,36.0,18.0,21.0,84.0,2,54.0,47.0,54.0,1,Arts
266,530437.0,17.0,3.0,1.0,1.0,2.0,0.0,0,0,1,,,,,,5.0,4.0,4.0,3.0,4.0,5.0,2.0,49.0,14.0,62.0,10.0,19.0,8.0,84.0,2,83.0,74.0,83.0,0,2
267,530438.0,18.0,4.0,4.0,2.0,2.0,0.0,0,0,1,,,,,,4.0,3.0,4.0,2.0,2.0,4.0,8.0,53.0,45.0,40.0,7.0,28.0,56.0,38.16666667,0,80.92,78.5,80.92,0,0
268,530439.0,18.0,4.0,2.0,1.0,2.0,0.0,0,1,1,,,,,,5.0,4.0,5.0,1.0,3.0,5.0,10.0,26.0,45.0,9.0,79.0,37.0,80.0,46.0,0,69.7,47.0,69.7,0,0
269,530440.0,18.0,2.0,1.0,2.0,2.0,0.0,0,1,0,,,,,,4.0,3.0,5.0,1.0,2.0,3.0,0.0,41.0,98.0,56.0,74.0,69.0,42.0,63.33333333,1,73.0,73.0,73.0,0,1
270,530441.0,19.0,3.0,3.0,1.0,2.0,2.0,0,1,1,,,,,,4.0,3.0,5.0,3.0,3.0,5.0,15.0,34.0,10.0,24.0,10.0,19.0,70.0,84.0,2,82.0,61.0,82.0,0,2
271,530442.0,18.0,2.0,3.0,1.0,4.0,0.0,0,1,1,,,,,,4.0,5.0,5.0,1.0,3.0,2.0,4.0,4.0,60.0,18.0,24.0,19.0,31.0,84.0,2,75.0,70.29,75.0,0,2
272,530443.0,18.0,1.0,1.0,2.0,2.0,0.0,0,1,1,,,,,,4.0,4.0,3.0,1.0,1.0,3.0,2.0,65.0,38.0,42.0,57.0,76.0,77.0,59.16666667,1,42.0,67.0,84.86,1,Comm&Mgmt
273,530444.0,17.0,1.0,2.0,1.0,2.0,0.0,0,1,1,,,,,,3.0,5.0,2.0,2.0,2.0,1.0,2.0,36.0,77.0,58.0,58.0,76.0,96.0,66.83333333,1,64.6,83.83,64.6,0,1
274,530445.0,17.0,2.0,4.0,2.0,2.0,0.0,0,1,1,,,,,,4.0,3.0,3.0,1.0,1.0,1.0,2.0,40.0,38.0,19.0,6.0,53.0,57.0,35.5,0,56.6,64.8,56.6,1,Sci&Tech
275,530446.0,17.0,2.0,2.0,2.0,2.0,0.0,1,1,1,,,,,,4.0,4.0,4.0,2.0,3.0,5.0,6.0,59.0,72.0,22.0,93.0,67.0,56.0,61.5,1,59.0,62.0,59.0,1,Arts
276,530447.0,18.0,3.0,2.0,2.0,2.0,0.0,0,0,0,,,,,,4.0,1.0,1.0,1.0,1.0,5.0,75.0,80.0,67.0,52.0,53.0,78.0,69.0,66.5,1,66.5,70.4,66.5,0,1
277,530448.0,18.0,4.0,4.0,2.0,1.0,0.0,0,0,1,,,,,,3.0,2.0,4.0,1.0,4.0,3.0,22.0,43.0,62.0,64.0,37.0,73.0,90.0,61.5,1,64.0,80.0,64.0,0,1
278,530449.0,18.0,4.0,4.0,1.0,2.0,1.0,1,1,0,,,,,,2.0,4.0,4.0,1.0,1.0,4.0,15.0,61.0,5.0,71.0,72.0,56.0,30.0,49.16666667,0,84.0,90.9,84.0,0,0
279,530450.0,18.0,4.0,3.0,2.0,1.0,0.0,0,0,1,,,,,,4.0,2.0,3.0,1.0,2.0,1.0,8.0,63.0,94.0,14.0,59.0,66.0,75.0,61.83333333,1,69.0,62.0,69.0,0,1
280,530451.0,17.0,4.0,1.0,2.0,1.0,0.0,0,0,1,,,,,,4.0,5.0,4.0,2.0,4.0,5.0,30.0,21.0,49.0,48.0,51.0,70.0,4.0,40.5,0,69.0,62.0,69.0,0,0
281,530452.0,17.0,3.0,2.0,1.0,1.0,1.0,0,0,0,,,,,,4.0,4.0,4.0,3.0,4.0,3.0,19.0,80.0,17.0,19.0,6.0,72.0,88.0,47.0,0,81.7,63.0,81.7,0,0
282,530453.0,18.0,1.0,1.0,2.0,4.0,0.0,0,1,1,,,,,,5.0,2.0,2.0,1.0,1.0,3.0,1.0,70.0,31.0,60.0,21.0,54.0,76.0,52.0,0,63.0,67.0,63.0,0,0
283,530454.0,18.0,1.0,1.0,2.0,2.0,0.0,1,0,0,,,,,,5.0,4.0,4.0,1.0,1.0,4.0,4.0,5.0,22.0,48.0,33.0,32.0,70.0,35.0,0,40.0,79.0,84.0,1,Comm&Mgmt
284,530455.0,17.0,2.0,2.0,1.0,2.0,0.0,0,1,0,,,,,,5.0,4.0,5.0,1.0,2.0,5.0,4.0,13.0,88.0,92.0,25.0,83.0,98.0,66.5,1,70.0,63.0,70.0,0,1
285,530456.0,17.0,1.0,1.0,1.0,2.0,0.0,0,0,1,,,,,,4.0,3.0,3.0,1.0,2.0,4.0,2.0,20.0,45.0,59.0,73.0,62.0,90.0,58.16666667,0,83.84,89.83,83.84,0,0
286,530457.0,18.0,2.0,2.0,1.0,3.0,0.0,0,1,1,,,,,,4.0,3.0,3.0,1.0,2.0,2.0,5.0,32.0,89.0,91.0,20.0,76.0,58.0,61.0,1,62.0,63.0,62.0,0,1
287,530458.0,17.0,1.0,1.0,1.0,3.0,0.0,0,1,1,,,,,,4.0,3.0,3.0,1.0,1.0,3.0,6.0,7.0,16.0,28.0,17.0,96.0,82.0,41.0,0,59.6,51.0,59.6,1,Sci&Tech
288,530459.0,18.0,2.0,1.0,1.0,3.0,0.0,0,0,1,,,,,,4.0,2.0,4.0,1.0,3.0,2.0,6.0,25.0,15.0,46.0,25.0,10.0,22.0,84.0,2,66.0,62.0,66.0,0,2
289,530460.0,18.0,4.0,4.0,1.0,2.0,0.0,0,1,1,,,,,,5.0,4.0,3.0,1.0,1.0,2.0,9.0,65.0,70.0,58.0,4.0,67.0,78.0,57.0,0,84.0,75.0,84.0,0,0
290,530461.0,18.0,4.0,2.0,1.0,2.0,0.0,0,1,1,,,,,,4.0,3.0,2.0,1.0,4.0,5.0,11.0,16.0,30.0,79.0,51.0,60.0,93.0,54.83333333,0,85.0,90.0,85.0,0,0
291,530462.0,17.0,4.0,3.0,1.0,3.0,0.0,0,1,1,,,,,,4.0,2.0,2.0,1.0,2.0,3.0,0.0,52.0,82.0,33.0,92.0,31.0,72.0,60.33333333,1,52.0,57.0,52.0,1,Arts
292,530463.0,18.0,2.0,1.0,1.0,2.0,1.0,0,0,0,,,,,,5.0,4.0,3.0,1.0,1.0,5.0,12.0,87.0,13.0,24.0,82.0,47.0,16.0,44.83333333,0,60.23,69.0,60.23,0,0
293,530464.0,17.0,3.0,1.0,2.0,4.0,0.0,0,1,1,,,,,,3.0,1.0,2.0,1.0,1.0,3.0,6.0,12.0,77.0,94.0,38.0,15.0,75.0,51.83333333,0,52.0,62.0,52.0,1,Comm&Mgmt
294,530465.0,18.0,3.0,2.0,2.0,3.0,0.0,0,1,1,,,,,,5.0,4.0,2.0,1.0,1.0,4.0,8.0,16.0,1.0,79.0,84.0,60.0,78.0,53.0,0,58.0,62.0,58.0,1,Sci&Tech
295,530466.0,17.0,3.0,3.0,1.0,1.0,0.0,0,1,1,,,,,,4.0,4.0,3.0,1.0,3.0,5.0,4.0,25.0,49.0,22.0,90.0,13.0,66.0,44.16666667,0,73.0,78.0,73.0,0,0
296,530467.0,19.0,4.0,4.0,2.0,2.0,0.0,0,1,1,,,,,,2.0,3.0,4.0,2.0,3.0,2.0,0.0,72.0,30.0,24.0,19.0,25.0,86.0,42.66666667,0,76.0,70.0,76.0,0,0
297,530468.0,18.0,4.0,3.0,2.0,2.0,0.0,0,1,1,,,,,,4.0,4.0,5.0,1.0,2.0,2.0,10.0,70.0,67.0,64.0,58.0,12.0,88.0,64.33333333,1,49.0,62.5,70.5,1,Arts
298,530469.0,18.0,4.0,3.0,1.0,4.0,0.0,0,1,1,,,,,,4.0,3.0,3.0,1.0,1.0,3.0,0.0,39.0,36.0,11.0,93.0,98.0,52.0,54.83333333,0,69.0,73.0,69.0,0,0
299,530470.0,18.0,4.0,4.0,1.0,1.0,0.0,0,1,1,,,,,,1.0,4.0,2.0,2.0,2.0,1.0,5.0,30.0,83.0,29.0,64.0,33.0,66.0,50.83333333,0,54.0,82.0,54.0,1,Comm&Mgmt
300,530471.0,18.0,4.0,4.0,1.0,2.0,0.0,0,1,0,,,,,,4.0,2.0,4.0,1.0,1.0,4.0,14.0,39.0,25.0,26.0,82.0,76.0,26.0,45.66666667,0,67.0,91.0,67.0,0,0
301,530472.0,17.0,4.0,4.0,2.0,1.0,0.0,0,0,1,,,,,,4.0,1.0,1.0,2.0,2.0,5.0,0.0,45.0,84.0,65.0,46.0,94.0,27.0,60.16666667,1,79.33,78.33,79.33,0,1
302,530473.0,17.0,4.0,2.0,2.0,3.0,0.0,0,1,1,,,,,,4.0,3.0,3.0,1.0,1.0,3.0,0.0,71.0,90.0,68.0,55.0,69.0,25.0,63.0,1,65.0,68.0,65.0,0,1
303,530474.0,17.0,3.0,2.0,1.0,4.0,0.0,0,1,1,,,,,,5.0,2.0,2.0,1.0,2.0,5.0,0.0,36.0,20.0,99.0,88.0,64.0,43.0,58.33333333,0,56.0,52.0,56.0,1,Sci&Tech
304,530475.0,19.0,3.0,3.0,1.0,2.0,1.0,0,1,0,,,,,,4.0,4.0,4.0,1.0,1.0,3.0,20.0,99.0,49.0,73.0,90.0,22.0,99.0,72.0,1,85.8,73.6,85.8,0,1
305,530476.0,18.0,2.0,4.0,1.0,2.0,1.0,0,1,1,,,,,,4.0,4.0,3.0,1.0,1.0,3.0,8.0,44.0,37.0,14.0,30.0,98.0,39.0,43.66666667,0,55.0,49.8,55.0,1,Arts
306,530477.0,20.0,3.0,2.0,1.0,1.0,0.0,0,0,0,,,,,,5.0,5.0,3.0,1.0,1.0,5.0,0.0,58.0,40.0,30.0,71.0,47.0,21.0,44.5,0,46.0,49.2,46.0,1,Comm&Mgmt
307,530478.0,19.0,4.0,4.0,2.0,1.0,1.0,0,1,1,,,,,,4.0,3.0,4.0,1.0,1.0,4.0,38.0,89.0,97.0,48.0,87.0,74.0,14.0,68.16666667,1,82.0,64.0,82.0,0,1
308,530479.0,19.0,3.0,3.0,1.0,2.0,1.0,0,0,0,,,,,,4.0,5.0,3.0,1.0,2.0,5.0,0.0,92.0,19.0,77.0,4.0,62.0,36.0,48.33333333,0,73.0,79.0,73.0,0,0
309,530480.0,19.0,1.0,1.0,1.0,2.0,1.0,1,1,0,,,,,,4.0,4.0,3.0,1.0,3.0,3.0,18.0,77.0,65.0,19.0,94.0,20.0,44.0,53.16666667,0,58.0,70.0,58.0,1,Sci&Tech
310,530481.0,19.0,1.0,2.0,1.0,2.0,1.0,0,0,0,,,,,,4.0,2.0,4.0,2.0,2.0,3.0,0.0,62.0,85.0,73.0,33.0,34.0,30.0,52.83333333,0,58.0,61.0,58.0,1,Arts
311,530482.0,19.0,2.0,1.0,3.0,2.0,0.0,0,1,0,,,,,,3.0,4.0,1.0,1.0,1.0,2.0,20.0,70.0,0.0,49.0,54.0,59.0,28.0,43.33333333,0,69.6,68.4,69.6,0,0
312,530483.0,19.0,1.0,2.0,1.0,2.0,1.0,0,0,0,,,,,,4.0,5.0,2.0,2.0,2.0,4.0,3.0,92.0,92.0,94.0,20.0,95.0,18.0,68.5,1,47.0,55.0,47.0,1,Comm&Mgmt
313,530484.0,19.0,3.0,2.0,2.0,2.0,1.0,0,1,1,,,,,,4.0,2.0,2.0,1.0,2.0,1.0,22.0,90.0,49.0,88.0,60.0,38.0,12.0,56.16666667,0,77.0,87.0,77.0,0,0
314,530485.0,19.0,1.0,1.0,1.0,3.0,2.0,0,0,0,,,,,,4.0,1.0,2.0,1.0,1.0,3.0,14.0,29.0,48.0,74.0,93.0,35.0,22.0,50.16666667,0,62.0,47.0,62.0,0,0
315,530486.0,19.0,2.0,3.0,1.0,3.0,1.0,0,0,0,,,,,,4.0,1.0,2.0,1.0,1.0,3.0,40.0,87.0,49.0,35.0,73.0,81.0,4.0,54.83333333,0,65.0,75.0,65.0,0,0
316,530487.0,18.0,2.0,1.0,2.0,2.0,0.0,0,1,1,,,,,,5.0,3.0,3.0,1.0,2.0,1.0,0.0,60.0,1.0,15.0,37.0,31.0,72.0,36.0,0,63.0,66.2,63.0,0,0
317,530488.0,18.0,4.0,3.0,1.0,3.0,0.0,0,1,1,,,,,,4.0,3.0,4.0,1.0,1.0,5.0,9.0,15.0,13.0,11.0,13.0,37.0,20.0,84.0,2,55.0,67.0,55.0,1,Sci&Tech
318,530489.0,17.0,3.0,4.0,1.0,3.0,0.0,0,1,1,,,,,,4.0,3.0,4.0,2.0,5.0,5.0,0.0,44.0,35.0,98.0,34.0,8.0,53.0,45.33333333,0,63.0,66.0,63.0,0,0
319,530490.0,18.0,4.0,4.0,1.0,2.0,0.0,0,1,1,,,,,,4.0,4.0,4.0,3.0,3.0,5.0,2.0,53.0,40.0,60.0,52.0,39.0,20.0,44.0,0,60.0,67.0,60.0,0,0
320,530491.0,17.0,4.0,3.0,1.0,2.0,0.0,0,1,1,,,,,,5.0,2.0,2.0,1.0,2.0,5.0,23.0,61.0,70.0,86.0,59.0,91.0,80.0,74.5,2,62.0,65.0,62.0,0,2
321,530492.0,17.0,2.0,2.0,1.0,2.0,0.0,0,1,0,,,,,,4.0,2.0,2.0,1.0,1.0,3.0,12.0,85.0,13.0,40.0,18.0,17.0,35.0,34.66666667,0,79.0,76.0,79.0,0,0
322,530493.0,17.0,2.0,2.0,1.0,3.0,0.0,0,1,1,,,,,,3.0,3.0,2.0,2.0,2.0,3.0,3.0,92.0,3.0,69.0,39.0,31.0,25.0,43.16666667,0,69.8,60.8,69.8,0,0
323,530494.0,17.0,3.0,1.0,1.0,3.0,0.0,0,1,0,,,,,,3.0,4.0,3.0,2.0,3.0,5.0,1.0,19.0,41.0,14.0,98.0,68.0,67.0,51.16666667,0,77.4,60.0,77.4,0,0
324,530495.0,17.0,0.0,2.0,2.0,3.0,0.0,0,0,0,,,,,,3.0,3.0,3.0,2.0,3.0,2.0,0.0,18.0,35.0,70.0,90.0,82.0,96.0,65.16666667,1,76.5,97.7,76.5,0,1
325,530496.0,18.0,4.0,4.0,1.0,3.0,0.0,0,0,0,,,,,,4.0,3.0,3.0,2.0,2.0,3.0,3.0,12.0,35.0,37.0,32.0,70.0,66.0,42.0,0,52.58,54.6,52.58,1,Arts
326,530497.0,17.0,3.0,3.0,1.0,1.0,0.0,0,0,0,,,,,,4.0,3.0,5.0,3.0,5.0,5.0,3.0,36.0,72.0,88.0,74.0,70.0,59.0,66.5,1,71.0,79.0,71.0,0,1
327,530498.0,17.0,2.0,2.0,4.0,1.0,0.0,0,1,0,,,,,,4.0,4.0,5.0,5.0,5.0,4.0,8.0,33.0,92.0,14.0,54.0,12.0,41.0,41.0,0,63.0,67.0,63.0,0,0
328,530499.0,17.0,4.0,4.0,1.0,3.0,0.0,0,1,1,,,,,,5.0,4.0,4.0,1.0,3.0,4.0,7.0,41.0,85.0,45.0,99.0,45.0,95.0,68.33333333,1,76.76,76.5,76.76,0,1
329,530500.0,17.0,4.0,4.0,2.0,3.0,0.0,0,1,1,,,,,,4.0,3.0,3.0,1.0,2.0,4.0,4.0,28.0,45.0,30.0,14.0,88.0,58.0,43.83333333,0,62.0,67.0,62.0,0,0
330,530501.0,18.0,2.0,2.0,1.0,4.0,0.0,0,1,0,,,,,,4.0,5.0,5.0,2.0,4.0,5.0,2.0,26.0,32.0,8.0,19.0,70.0,55.0,35.0,0,64.0,73.5,64.0,0,0
331,530502.0,17.0,2.0,4.0,1.0,3.0,0.0,0,1,0,,,,,,4.0,4.0,3.0,1.0,1.0,5.0,7.0,81.0,61.0,90.0,20.0,56.0,46.0,59.0,1,67.0,53.0,67.0,0,1
332,530503.0,18.0,3.0,3.0,1.0,2.0,0.0,0,0,0,,,,,,5.0,3.0,4.0,1.0,1.0,4.0,0.0,72.0,82.0,92.0,63.0,85.0,30.0,70.66666667,1,61.0,81.0,61.0,0,1
333,530504.0,18.0,2.0,2.0,1.0,2.0,0.0,0,0,0,,,,,,4.0,3.0,3.0,1.0,1.0,2.0,0.0,81.0,74.0,16.0,30.0,70.0,40.0,51.83333333,0,87.0,65.0,87.0,0,0
334,530505.0,18.0,2.0,2.0,2.0,4.0,0.0,0,0,0,,,,,,4.0,4.0,4.0,1.0,1.0,4.0,0.0,97.0,96.0,96.0,39.0,93.0,91.0,85.33333333,2,62.0,51.0,62.0,0,2
335,530506.0,17.0,3.0,4.0,1.0,3.0,0.0,0,0,0,,,,,,4.0,4.0,5.0,1.0,3.0,5.0,16.0,96.0,49.0,52.0,84.0,8.0,28.0,52.83333333,0,69.0,78.0,69.0,0,0
336,530507.0,19.0,3.0,1.0,1.0,3.0,1.0,0,0,1,,,,,,5.0,4.0,3.0,1.0,2.0,5.0,12.0,71.0,34.0,85.0,94.0,8.0,3.0,49.16666667,0,51.0,44.0,51.0,1,Comm&Mgmt
337,530508.0,17.0,3.0,2.0,1.0,2.0,0.0,0,1,1,,,,,,4.0,3.0,2.0,2.0,3.0,2.0,0.0,80.0,6.0,25.0,68.0,51.0,11.0,40.16666667,0,79.0,76.0,79.0,0,0
338,530509.0,18.0,3.0,3.0,1.0,4.0,0.0,0,1,0,,,,,,5.0,3.0,3.0,1.0,1.0,1.0,7.0,53.0,83.0,54.0,98.0,74.0,97.0,76.5,2,73.0,58.0,73.0,0,2
339,530510.0,17.0,3.0,2.0,1.0,2.0,0.0,0,1,1,,,,,,4.0,3.0,3.0,2.0,3.0,2.0,4.0,11.0,56.0,80.0,40.0,60.0,58.0,50.83333333,0,81.0,68.0,81.0,0,0
340,530511.0,19.0,2.0,1.0,1.0,3.0,1.0,0,0,1,,,,,,4.0,3.0,4.0,1.0,3.0,3.0,4.0,29.0,21.0,14.0,70.0,71.0,48.0,84.0,2,48.0,77.0,78.0,1,Sci&Tech
341,530512.0,18.0,4.0,4.0,1.0,2.0,1.0,0,1,0,,,,,,4.0,3.0,3.0,2.0,2.0,2.0,0.0,19.0,52.0,22.0,81.0,86.0,56.0,52.66666667,0,74.0,63.16,74.0,0,0
342,530513.0,18.0,3.0,4.0,1.0,2.0,0.0,0,0,0,,,,,,4.0,3.0,3.0,1.0,3.0,5.0,11.0,50.0,58.0,87.0,69.0,59.0,21.0,58.0,0,49.0,39.0,49.0,1,Arts
343,530514.0,17.0,2.0,2.0,1.0,2.0,1.0,0,1,0,,,,,,3.0,3.0,1.0,1.0,2.0,4.0,0.0,56.0,85.0,34.0,99.0,65.0,98.0,72.83333333,1,87.0,87.0,87.0,0,1
344,530515.0,18.0,2.0,3.0,1.0,3.0,0.0,0,1,0,,,,,,4.0,3.0,3.0,1.0,2.0,3.0,4.0,84.0,91.0,94.0,47.0,87.0,33.0,72.66666667,1,47.0,73.0,77.0,1,Comm&Mgmt
345,530516.0,18.0,3.0,2.0,1.0,3.0,0.0,0,0,0,,,,,,5.0,4.0,3.0,2.0,3.0,1.0,7.0,26.0,53.0,44.0,50.0,32.0,23.0,38.0,0,76.0,64.0,76.0,0,0
