aff_no,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,hindi_mrk(10),eng_mrk(10),socil_mrk(10),sci_mrk(10),skt_mrk(10),math_mrk(10),perc(total_avg),site_sel,G1_11F,G2 _11S,G3_12
530321,GP,M,18,U,LE3,T,1,1,other,other,course,mother,1,1,3,no,no,no,no,yes,no,yes,yes,2,3,5,2,5,4,0,96,95,83,39,71,85,78.16666667,Sci&Tech,75.2,73.2,55
530322,GP,M,16,U,LE3,T,2,1,at_home,other,course,mother,1,1,1,no,no,no,yes,yes,yes,no,yes,4,4,4,3,5,5,6,96,91,50,91,43,17,64.66666667,Comm&Mgmt,54.4,61.12,46
530323,GP,F,15,R,GT3,T,3,3,services,services,reputation,other,2,3,2,no,yes,yes,yes,yes,yes,yes,yes,4,2,1,2,3,3,8,19,98,61,86,87,51,67,Comm&Mgmt,40.89,45.83,82
530324,GP,M,19,U,GT3,T,3,2,services,at_home,home,mother,1,1,3,no,yes,no,no,yes,no,yes,yes,4,5,4,1,1,4,0,90,31,72,57,53,55,59.66666667,Comm&Mgmt,80,70,73
530325,GP,F,17,U,GT3,T,4,4,other,teacher,course,mother,1,1,0,yes,yes,no,no,yes,yes,no,yes,4,2,1,1,1,4,0,57,57,62,36,86,46,57.33333333,Comm&Mgmt,74,60,58
530326,GP,M,15,R,GT3,T,2,3,at_home,services,course,mother,1,2,0,yes,no,yes,yes,yes,yes,no,no,4,4,4,1,1,1,2,38,49,38,64,21,91,50.16666667,Comm&Mgmt,60.4,66.6,58
530327,GP,M,17,R,LE3,T,1,2,other,other,reputation,mother,1,1,0,no,no,no,no,yes,yes,no,no,2,2,2,3,3,5,8,63,40,93,86,86,8,62.66666667,Comm&Mgmt,63,71.4,69.6
530328,GP,F,18,R,GT3,T,1,1,at_home,other,course,mother,3,1,3,no,yes,no,yes,no,yes,no,no,5,2,5,1,5,4,6,86,75,86,44,91,96,79.66666667,Sci&Tech,68,76,47
530329,GP,M,16,R,GT3,T,2,2,at_home,other,course,mother,3,1,0,no,no,no,no,no,yes,no,no,4,2,2,1,2,3,2,16,44,26,94,57,85,53.66666667,Comm&Mgmt,74,62,77
530330,GP,M,16,U,GT3,T,3,3,other,services,course,father,1,2,1,no,yes,yes,no,yes,yes,yes,yes,4,5,5,4,4,5,4,34,79,63,59,69,92,66,Comm&Mgmt,52.6,65.58,62
530331,GP,M,17,R,LE3,T,2,1,at_home,other,course,mother,2,1,2,no,no,no,yes,yes,no,yes,yes,3,3,2,2,2,5,0,44,50,94,36,77,89,65,Comm&Mgmt,74,70,65
530332,GP,M,15,R,GT3,T,3,2,other,other,course,mother,2,2,2,yes,yes,no,no,yes,yes,yes,yes,4,4,4,1,4,3,6,82,36,31,13,77,7,41,Comm&Mgmt,84.2,73.4,63
530333,GP,M,16,U,LE3,T,1,2,other,other,course,mother,2,1,1,no,no,no,yes,yes,yes,no,no,4,4,4,2,4,5,0,49,27,83,9,68,24,43.33333333,Comm&Mgmt,44,64.2,55
530334,GP,M,17,U,GT3,T,1,3,at_home,services,course,father,1,1,0,no,no,no,no,yes,no,yes,no,5,3,3,1,4,2,2,36,93,54,72,98,44,66.16666667,Comm&Mgmt,61,70,63
530335,GP,M,17,R,LE3,T,1,1,other,services,course,mother,4,2,3,no,no,no,yes,yes,no,no,yes,5,3,5,1,5,5,0,28,12,87,71,15,57,45,Comm&Mgmt,80,73,60
530336,GP,M,16,U,GT3,T,3,2,services,services,course,mother,2,1,1,no,yes,no,yes,no,no,no,no,4,5,2,1,1,2,16,18,70,15,36,18,21,84,Sci&Tech,54,47,62
530337,GP,M,16,U,GT3,T,2,2,other,other,course,father,1,2,0,no,no,no,no,yes,no,yes,no,4,3,5,2,4,4,4,49,14,62,10,19,8,84,Sci&Tech,83,74,79
530338,GP,F,16,U,GT3,T,4,2,health,services,home,father,1,2,0,no,no,yes,no,yes,yes,yes,yes,4,2,3,1,1,3,0,53,45,40,7,28,56,38.16666667,Comm&Mgmt,80.92,78.5,69.8
530339,GP,F,16,U,GT3,T,2,2,other,other,home,mother,1,2,0,no,yes,yes,no,no,yes,yes,no,5,1,5,1,1,4,0,26,45,9,79,37,80,46,Comm&Mgmt,69.7,47,77.4
530340,GP,F,16,U,GT3,T,4,4,health,health,reputation,mother,1,2,0,no,yes,yes,no,yes,yes,yes,yes,4,4,2,1,1,3,0,41,98,56,74,69,42,63.33333333,Comm&Mgmt,73,73,76.5
530341,GP,M,16,U,GT3,T,3,4,other,other,course,father,3,1,2,no,yes,no,yes,no,yes,yes,no,3,4,5,2,4,2,0,34,10,24,10,19,70,84,Sci&Tech,82,61,52.58
530342,GP,M,16,U,GT3,T,1,0,other,other,reputation,mother,2,2,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,2,1,1,3,2,4,60,18,24,19,31,84,Sci&Tech,75,70.29,71
530343,GP,M,17,U,LE3,T,4,4,teacher,other,reputation,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,4,4,4,1,3,5,0,65,38,42,57,76,77,59.16666667,Comm&Mgmt,42,67,63
530344,GP,F,16,U,GT3,T,1,3,at_home,services,home,mother,1,2,3,no,no,no,yes,no,yes,yes,yes,4,3,5,1,1,3,0,36,77,58,58,76,96,66.83333333,Comm&Mgmt,64.6,83.83,76.76
530345,GP,F,16,U,LE3,T,3,3,other,other,reputation,mother,2,2,0,no,yes,yes,yes,yes,yes,yes,no,4,4,5,1,1,4,4,40,38,19,6,53,57,35.5,Comm&Mgmt,56.6,64.8,62
530346,GP,M,17,U,LE3,T,4,3,teacher,other,course,mother,2,2,0,no,no,yes,yes,yes,yes,yes,no,4,4,4,4,4,4,4,59,72,22,93,67,56,61.5,Comm&Mgmt,59,62,64
530347,GP,F,16,U,GT3,T,2,2,services,other,reputation,mother,2,2,0,no,no,yes,yes,no,yes,yes,no,3,4,4,1,4,5,2,80,67,52,53,78,69,66.5,Comm&Mgmt,66.5,70.4,67
530348,GP,M,17,U,GT3,T,3,3,other,other,reputation,father,1,2,0,no,no,no,yes,no,yes,yes,no,4,3,4,1,4,4,4,43,62,64,37,73,90,61.5,Comm&Mgmt,64,80,61
530349,GP,M,16,R,GT3,T,4,2,teacher,services,other,mother,1,1,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,3,4,3,10,61,5,71,72,56,30,49.16666667,Comm&Mgmt,84,90.9,87
530350,GP,M,17,U,GT3,T,4,3,other,other,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,5,2,3,1,1,2,4,63,94,14,59,66,75,61.83333333,Comm&Mgmt,69,62,62
530351,GP,M,16,U,GT3,T,4,3,teacher,other,home,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,3,4,3,2,3,3,10,21,49,48,51,70,4,40.5,Comm&Mgmt,69,62,69
530352,GP,M,16,U,GT3,T,3,3,services,other,home,mother,1,2,0,no,no,yes,yes,yes,yes,yes,yes,4,2,3,1,2,3,2,80,17,19,6,72,88,47,Comm&Mgmt,81.7,63,51
530353,GP,F,17,U,GT3,T,2,4,services,services,reputation,father,1,2,0,no,yes,no,yes,yes,yes,no,no,5,4,2,2,3,5,0,70,31,60,21,54,76,52,Comm&Mgmt,63,67,79
530354,GP,F,17,U,LE3,T,3,3,other,other,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,5,3,3,2,3,1,56,5,22,48,33,32,70,35,Comm&Mgmt,40,79,73
530355,GP,F,16,U,GT3,T,3,2,other,other,reputation,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,1,2,2,1,2,1,14,13,88,92,25,83,98,66.5,Comm&Mgmt,70,63,81
530356,GP,M,17,U,GT3,T,3,3,services,services,other,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,4,3,4,2,3,4,12,20,45,59,73,62,90,58.16666667,Comm&Mgmt,83.84,89.83,78
530357,GP,M,16,U,GT3,T,1,2,services,services,other,mother,1,1,0,no,yes,yes,yes,yes,yes,yes,yes,3,3,3,1,2,3,2,32,89,91,20,76,58,61,Comm&Mgmt,62,63,74
530358,GP,M,16,U,LE3,T,2,1,other,other,course,mother,1,2,0,no,no,yes,yes,yes,yes,yes,yes,4,2,3,1,2,5,0,7,16,28,17,96,82,41,Comm&Mgmt,59.6,51,49
530359,GP,F,17,U,GT3,A,3,3,health,other,reputation,mother,1,2,0,no,yes,no,no,no,yes,yes,yes,3,3,3,1,3,3,6,25,15,46,25,10,22,84,Sci&Tech,66,62,87
530360,GP,M,17,R,GT3,T,1,2,at_home,other,home,mother,1,2,0,no,no,no,no,yes,yes,no,no,3,1,3,1,5,3,4,65,70,58,4,67,78,57,Comm&Mgmt,84,75,77
530361,GP,F,16,U,GT3,T,2,3,services,services,course,mother,1,2,0,no,no,no,no,yes,yes,yes,no,4,3,3,1,1,2,10,16,30,79,51,60,93,54.83333333,Comm&Mgmt,85,90,76
530362,GP,F,17,U,GT3,T,1,1,at_home,services,course,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5,3,3,1,1,3,0,52,82,33,92,31,72,60.33333333,Comm&Mgmt,52,57,70.89
530363,GP,M,17,U,GT3,T,1,2,at_home,services,other,other,2,2,0,no,no,yes,yes,no,yes,yes,no,4,4,4,4,5,5,12,87,13,24,82,47,16,44.83333333,Comm&Mgmt,60.23,69,63
530364,GP,M,16,R,GT3,T,3,3,services,services,reputation,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,4,3,2,3,4,5,8,12,77,94,38,15,75,51.83333333,Comm&Mgmt,52,62,63
530365,GP,M,16,U,GT3,T,2,3,other,other,home,father,2,1,0,no,no,no,no,yes,yes,yes,no,5,3,3,1,1,3,0,16,1,79,84,60,78,53,Comm&Mgmt,58,62,50
530366,GP,F,17,U,LE3,T,2,4,services,services,course,father,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,3,2,1,1,5,0,25,49,22,90,13,66,44.16666667,Comm&Mgmt,73,78,75.2
530367,GP,M,17,U,GT3,T,4,4,services,teacher,home,mother,1,1,0,no,no,no,no,yes,yes,yes,no,5,2,3,1,2,5,4,72,30,24,19,25,86,42.66666667,Comm&Mgmt,76,70,54.4
530368,GP,M,16,R,LE3,T,3,3,teacher,other,home,father,3,1,0,no,yes,yes,yes,yes,yes,yes,no,3,3,4,3,5,3,8,70,67,64,58,12,88,64.33333333,Comm&Mgmt,49,62.5,40.89
530369,GP,F,17,U,GT3,T,4,4,services,teacher,home,mother,2,1,1,no,yes,no,no,yes,yes,yes,no,4,2,4,2,3,2,24,39,36,11,93,98,52,54.83333333,Comm&Mgmt,69,73,80
530370,GP,F,16,U,LE3,T,4,4,teacher,teacher,reputation,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,5,2,1,2,3,0,30,83,29,64,33,66,50.83333333,Comm&Mgmt,54,82,74
530371,GP,F,16,U,GT3,T,4,3,health,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,5,1,5,2,2,39,25,26,82,76,26,45.66666667,Comm&Mgmt,67,91,60.4
530372,GP,F,16,U,GT3,T,2,3,other,other,reputation,mother,1,2,0,yes,yes,yes,yes,yes,yes,no,no,4,4,3,1,3,4,6,45,84,65,46,94,27,60.16666667,Comm&Mgmt,79.33,78.33,63
530373,GP,F,17,U,GT3,T,1,1,other,other,course,mother,1,2,0,no,yes,yes,no,no,yes,no,no,4,4,4,1,3,1,4,71,90,68,55,69,25,63,Comm&Mgmt,65,68,68
530374,GP,F,17,R,GT3,T,2,2,other,other,reputation,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,5,3,2,1,2,3,18,36,20,99,88,64,43,58.33333333,Comm&Mgmt,56,52,74
530375,GP,F,16,R,GT3,T,2,2,services,services,reputation,mother,2,4,0,no,yes,yes,yes,no,yes,yes,no,5,3,5,1,1,5,6,99,49,73,90,22,99,72,Comm&Mgmt,85.8,73.6,52.6
530376,GP,F,17,U,GT3,T,3,4,at_home,services,home,mother,1,3,1,no,yes,yes,no,yes,yes,yes,yes,4,4,3,3,4,5,28,44,37,14,30,98,39,43.66666667,Comm&Mgmt,55,49.8,74
530377,GP,F,16,U,GT3,A,3,1,services,other,course,mother,1,2,3,no,yes,yes,no,yes,yes,yes,no,2,3,3,2,2,4,5,58,40,30,71,47,21,44.5,Comm&Mgmt,46,49.2,84.2
530378,GP,F,16,U,GT3,T,4,3,teacher,other,other,mother,1,2,0,no,no,yes,yes,yes,yes,yes,yes,1,3,2,1,1,1,10,89,97,48,87,74,14,68.16666667,Comm&Mgmt,82,64,86.5
530379,GP,F,16,U,GT3,T,1,1,at_home,other,home,mother,2,1,0,no,yes,yes,no,yes,yes,no,no,4,3,2,1,4,5,6,92,19,77,4,62,36,48.33333333,Comm&Mgmt,73,79,61
530380,GP,F,17,R,GT3,T,4,3,teacher,other,reputation,mother,2,3,0,no,yes,yes,yes,yes,yes,yes,yes,4,4,2,1,1,4,6,77,65,19,94,20,44,53.16666667,Comm&Mgmt,58,70,80
530381,GP,F,19,U,GT3,T,3,3,other,other,reputation,other,1,4,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,2,3,10,62,85,73,33,34,30,52.83333333,Comm&Mgmt,58,61,54
530382,GP,M,17,U,LE3,T,4,4,services,other,home,mother,1,2,0,no,yes,yes,no,yes,yes,yes,yes,5,3,5,4,5,3,13,70,0,49,54,59,28,43.33333333,Comm&Mgmt,69.6,68.4,83
530383,GP,F,16,U,GT3,A,2,2,other,other,reputation,mother,1,2,0,yes,yes,yes,no,yes,yes,yes,no,3,3,4,1,1,4,0,92,92,94,20,95,18,68.5,Comm&Mgmt,47,55,80.92
530384,GP,M,18,U,GT3,T,2,2,services,other,home,mother,1,2,1,no,yes,yes,yes,yes,yes,yes,no,4,4,4,2,4,5,15,90,49,88,60,38,12,56.16666667,Comm&Mgmt,77,87,69.7
530385,GP,F,17,R,LE3,T,4,4,services,other,other,mother,1,1,0,no,yes,yes,no,yes,yes,no,no,5,2,1,1,2,3,12,29,48,74,93,35,22,50.16666667,Comm&Mgmt,62,47,73
530386,GP,F,17,U,LE3,T,3,2,other,other,reputation,mother,2,2,0,no,no,yes,no,yes,yes,yes,no,4,4,4,1,3,1,2,87,49,35,73,81,4,54.83333333,Comm&Mgmt,65,75,82
530387,GP,F,17,U,GT3,T,4,3,other,other,reputation,mother,1,2,2,no,no,yes,no,yes,yes,yes,yes,3,4,5,2,4,1,22,60,1,15,37,31,72,36,Comm&Mgmt,63,66.2,75
530388,GP,M,18,U,LE3,T,3,3,services,health,home,father,1,2,1,no,yes,yes,no,yes,yes,yes,no,3,2,4,2,4,4,13,15,13,11,13,37,20,84,Sci&Tech,55,67,84.86
530389,GP,F,17,U,GT3,T,2,3,at_home,other,home,father,2,1,0,no,yes,yes,no,yes,yes,no,no,3,3,3,1,4,3,3,44,35,98,34,8,53,45.33333333,Comm&Mgmt,63,66,64.6
530390,GP,F,17,U,GT3,T,2,2,at_home,at_home,course,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,1,4,4,53,40,60,52,39,20,44,Comm&Mgmt,60,67,56.6
530391,GP,F,17,R,GT3,T,2,1,at_home,services,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,2,5,1,2,5,2,61,70,86,59,91,80,74.5,Sci&Tech,62,65,59
530392,GP,F,17,U,GT3,T,1,1,at_home,other,reputation,mother,1,3,1,no,yes,no,yes,yes,yes,no,yes,4,3,4,1,1,5,0,85,13,40,18,17,35,34.66666667,Comm&Mgmt,79,76,66.5
530393,GP,F,16,U,GT3,T,2,3,services,teacher,other,mother,1,2,0,yes,no,no,no,yes,yes,yes,no,2,3,1,1,1,3,2,92,3,69,39,31,25,43.16666667,Comm&Mgmt,69.8,60.8,64
530394,GP,M,18,U,GT3,T,2,2,other,other,home,mother,2,2,0,no,yes,yes,no,yes,yes,yes,no,3,3,3,5,5,4,0,19,41,14,98,68,67,51.16666667,Comm&Mgmt,77.4,60,84
530395,GP,F,16,U,GT3,T,4,4,teacher,services,home,mother,1,3,0,no,yes,no,yes,no,yes,yes,no,5,3,2,1,1,5,0,18,35,70,90,82,96,65.16666667,Comm&Mgmt,76.5,97.7,69
530396,GP,F,18,R,GT3,T,3,1,other,other,reputation,mother,1,2,1,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,1,4,16,12,35,37,32,70,66,42,Comm&Mgmt,52.58,54.6,69
530397,GP,F,17,U,GT3,T,3,2,other,other,course,mother,1,2,0,no,no,no,yes,no,yes,yes,no,5,3,4,1,3,3,10,36,72,88,74,70,59,66.5,Comm&Mgmt,71,79,81.7
530398,GP,M,17,U,LE3,T,2,3,services,services,reputation,father,1,2,0,no,yes,yes,no,no,yes,yes,no,5,3,3,1,3,3,2,33,92,14,54,12,41,41,Comm&Mgmt,63,67,63
530399,GP,M,18,U,LE3,T,2,1,at_home,other,course,mother,4,2,0,yes,yes,yes,yes,yes,yes,yes,yes,4,3,2,4,5,3,14,41,85,45,99,45,95,68.33333333,Comm&Mgmt,76.76,76.5,84
530400,GP,F,17,U,GT3,A,2,1,other,other,course,mother,2,3,0,no,no,no,yes,yes,yes,yes,yes,3,2,3,1,2,3,10,28,45,30,14,88,58,43.83333333,Comm&Mgmt,62,67,70
530401,GP,F,17,U,LE3,T,4,3,health,other,reputation,father,1,2,0,no,no,no,yes,yes,yes,yes,yes,3,2,3,1,2,3,14,26,32,8,19,70,55,35,Comm&Mgmt,64,73.5,83.84
530402,GP,M,17,R,GT3,T,2,2,other,other,course,father,2,2,0,no,yes,yes,yes,yes,yes,yes,no,4,5,2,1,1,1,4,81,61,90,20,56,46,59,Comm&Mgmt,67,53,62
530403,GP,M,17,U,GT3,T,4,4,teacher,teacher,reputation,mother,1,2,0,yes,yes,no,yes,yes,yes,yes,yes,4,5,5,1,3,2,14,72,82,92,63,85,30,70.66666667,Comm&Mgmt,61,81,59.6
530404,GP,M,16,U,GT3,T,4,4,health,other,reputation,father,1,2,0,no,yes,yes,yes,yes,yes,yes,no,4,2,4,2,4,1,2,81,74,16,30,70,40,51.83333333,Comm&Mgmt,87,65,66
530405,GP,M,16,U,LE3,T,1,1,other,other,home,mother,2,2,0,no,yes,yes,no,yes,yes,yes,no,3,4,2,1,1,5,18,97,96,96,39,93,91,85.33333333,Sci&Tech,62,51,84
530406,GP,M,16,U,GT3,T,3,2,at_home,other,reputation,mother,2,3,0,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,3,2,10,96,49,52,84,8,28,52.83333333,Comm&Mgmt,69,78,85
530407,GP,M,17,U,LE3,T,2,2,other,other,home,father,1,2,0,no,no,yes,yes,no,yes,yes,yes,4,4,2,5,5,4,4,71,34,85,94,8,3,49.16666667,Comm&Mgmt,51,44,52
530408,GP,F,16,U,GT3,T,2,1,other,other,home,mother,1,1,0,no,no,no,no,yes,yes,yes,yes,4,5,2,1,1,5,20,80,6,25,68,51,11,40.16666667,Comm&Mgmt,79,76,60.23
530409,GP,F,17,R,GT3,T,2,1,at_home,services,course,mother,3,2,0,no,no,no,yes,yes,yes,no,no,2,1,1,1,1,3,2,53,83,54,98,74,97,76.5,Sci&Tech,73,58,52
530410,GP,M,18,U,GT3,T,2,2,other,services,reputation,father,1,2,1,no,no,no,no,yes,no,yes,no,5,5,4,3,5,2,0,11,56,80,40,60,58,50.83333333,Comm&Mgmt,81,68,58
530411,GP,M,17,U,LE3,T,4,3,health,other,course,mother,2,2,0,no,no,no,yes,yes,yes,yes,yes,2,5,5,1,4,5,14,29,21,14,70,71,48,84,Sci&Tech,48,77,73
530412,GP,M,17,R,LE3,A,4,4,teacher,other,course,mother,2,2,0,no,yes,yes,no,yes,yes,yes,no,3,3,3,2,3,4,2,19,52,22,81,86,56,52.66666667,Comm&Mgmt,74,63.16,76
530413,GP,M,16,U,LE3,T,4,3,teacher,other,course,mother,1,1,0,no,no,no,yes,no,yes,yes,no,5,4,5,1,1,3,0,50,58,87,69,59,21,58,Comm&Mgmt,49,39,70.5
530414,GP,M,16,U,GT3,T,4,4,services,services,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,5,3,2,1,2,5,0,56,85,34,99,65,98,72.83333333,Comm&Mgmt,87,87,69
530415,GP,F,18,U,GT3,T,2,1,other,other,course,other,2,3,0,no,yes,yes,no,no,yes,yes,yes,4,4,4,1,1,3,0,84,91,94,47,87,33,72.66666667,Comm&Mgmt,47,73,54
530416,GP,M,16,U,GT3,T,2,1,other,other,course,mother,3,1,0,no,no,no,no,yes,yes,yes,no,4,3,3,1,1,4,6,26,53,44,50,32,23,38,Comm&Mgmt,76,64,67
530417,GP,M,17,U,GT3,T,2,3,other,other,course,father,2,1,0,no,no,no,no,yes,yes,yes,no,5,2,2,1,1,2,4,70,63,59,25,56,62,55.83333333,Arts,70.89,71.98,79.33
530418,GP,M,22,U,GT3,T,3,1,services,services,other,mother,1,1,3,no,no,no,no,no,no,yes,yes,5,4,5,5,5,1,16,63,16,15,24,62,62,40.33333333,Arts,63,60,65
530419,GP,M,18,R,LE3,T,3,3,other,services,course,mother,1,2,1,no,yes,no,no,yes,yes,yes,yes,4,3,3,1,3,5,8,83,82,7,31,92,38,55.5,Arts,63,62,56
530420,GP,M,16,U,GT3,T,0,2,other,other,other,mother,1,1,0,no,no,yes,no,no,yes,yes,no,4,3,2,2,4,5,0,85,83,69,67,29,11,57.33333333,Arts,50,37,85.8
530421,GP,M,18,U,GT3,T,3,2,services,other,course,mother,2,1,1,no,no,no,no,yes,no,yes,no,4,4,5,2,4,5,0,96,95,83,39,71,85,78.16666667,Sci&Tech,75.2,73.2,55
530422,GP,M,16,U,GT3,T,3,3,at_home,other,reputation,other,3,2,0,yes,yes,no,no,no,yes,yes,no,5,3,3,1,3,2,6,96,91,50,91,43,17,64.66666667,Comm&Mgmt,54.4,61.12,46
530423,GP,M,18,U,GT3,T,2,1,services,services,other,mother,1,1,1,no,no,no,no,no,no,yes,no,3,2,5,2,5,5,4,19,98,61,86,87,51,67,Comm&Mgmt,40.89,45.83,82
530424,GP,M,16,R,GT3,T,2,1,other,other,course,mother,2,1,0,no,no,no,yes,no,yes,no,no,3,3,2,1,3,3,0,90,31,72,57,53,55,59.66666667,Comm&Mgmt,80,70,73
530425,GP,M,17,R,GT3,T,2,1,other,other,course,mother,1,1,0,no,no,no,no,no,yes,yes,no,4,4,2,2,4,5,0,57,57,62,36,86,46,57.33333333,Arts,74,60,58
530426,GP,M,17,U,LE3,T,1,1,health,other,course,mother,2,1,1,no,yes,no,yes,yes,yes,yes,no,4,4,4,1,2,5,2,38,49,38,64,21,91,50.16666667,Arts,60.4,66.6,58
530427,GP,F,17,U,LE3,T,4,2,teacher,services,reputation,mother,1,4,0,no,yes,yes,yes,yes,yes,yes,no,4,2,3,1,1,4,6,63,40,93,86,86,8,62.66666667,Comm&Mgmt,63,71.4,69.6
530428,GP,M,19,U,LE3,A,4,3,services,at_home,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,3,1,1,1,1,12,86,75,86,44,91,96,79.66666667,Sci&Tech,68,76,47
530429,GP,M,18,U,GT3,T,2,1,other,other,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5,2,4,1,2,4,8,16,44,26,94,57,85,53.66666667,Arts,74,62,77
530430,GP,F,17,U,LE3,T,2,2,services,services,course,father,1,4,0,no,no,yes,yes,yes,yes,yes,yes,3,4,1,1,1,2,0,34,79,63,59,69,92,66,Comm&Mgmt,52.6,65.58,62
530431,GP,F,18,U,GT3,T,4,3,services,other,home,father,1,2,0,no,yes,yes,no,yes,yes,yes,yes,3,1,2,1,3,2,21,44,50,94,36,77,89,65,Comm&Mgmt,74,70,65
530432,GP,M,18,U,GT3,T,4,3,teacher,other,course,mother,1,2,0,no,yes,yes,no,no,yes,yes,no,4,3,2,1,1,3,2,82,36,31,13,77,7,41,Arts,84.2,73.4,63
530433,GP,M,18,R,GT3,T,3,2,other,other,course,mother,1,3,0,no,no,no,yes,no,yes,no,no,5,3,2,1,1,3,1,49,27,83,9,68,24,43.33333333,Arts,44,64.2,55
530434,GP,F,17,U,GT3,T,3,3,other,other,home,mother,1,3,0,no,no,no,yes,no,yes,no,no,3,2,3,1,1,4,4,36,93,54,72,98,44,66.16666667,Comm&Mgmt,61,70,63
530435,GP,F,18,U,GT3,T,2,2,at_home,services,home,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,3,1,1,3,0,28,12,87,71,15,57,45,Arts,80,73,60
530436,GP,M,18,R,LE3,A,3,4,other,other,reputation,mother,2,2,0,no,yes,yes,yes,yes,yes,yes,no,4,2,5,3,4,1,13,18,70,15,36,18,21,84,Sci&Tech,54,47,62
530437,GP,M,17,U,GT3,T,3,1,services,other,other,mother,1,2,0,no,no,yes,yes,yes,yes,yes,yes,5,4,4,3,4,5,2,49,14,62,10,19,8,84,Sci&Tech,83,74,79
530438,GP,F,18,R,GT3,T,4,4,teacher,other,reputation,mother,2,2,0,no,no,yes,yes,yes,yes,yes,no,4,3,4,2,2,4,8,53,45,40,7,28,56,38.16666667,Arts,80.92,78.5,69.8
530439,GP,M,18,U,GT3,T,4,2,health,other,reputation,father,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,5,4,5,1,3,5,10,26,45,9,79,37,80,46,Arts,69.7,47,77.4
530440,GP,F,18,R,GT3,T,2,1,other,other,reputation,mother,2,2,0,no,yes,no,no,yes,no,yes,yes,4,3,5,1,2,3,0,41,98,56,74,69,42,63.33333333,Comm&Mgmt,73,73,76.5
530441,GP,F,19,U,GT3,T,3,3,other,services,home,other,1,2,2,no,yes,yes,yes,yes,yes,yes,no,4,3,5,3,3,5,15,34,10,24,10,19,70,84,Sci&Tech,82,61,52.58
530442,GP,F,18,U,GT3,T,2,3,other,services,reputation,father,1,4,0,no,yes,yes,yes,yes,yes,yes,yes,4,5,5,1,3,2,4,4,60,18,24,19,31,84,Sci&Tech,75,70.29,71
530443,GP,F,18,U,LE3,T,1,1,other,other,home,mother,2,2,0,no,yes,yes,no,no,yes,no,no,4,4,3,1,1,3,2,65,38,42,57,76,77,59.16666667,Comm&Mgmt,42,67,63
530444,GP,M,17,R,GT3,T,1,2,at_home,at_home,home,mother,1,2,0,no,yes,yes,yes,no,yes,no,yes,3,5,2,2,2,1,2,36,77,58,58,76,96,66.83333333,Comm&Mgmt,64.6,83.83,76.76
530445,GP,F,17,U,GT3,T,2,4,at_home,health,reputation,mother,2,2,0,no,yes,yes,no,yes,yes,yes,yes,4,3,3,1,1,1,2,40,38,19,6,53,57,35.5,Arts,56.6,64.8,62
530446,GP,F,17,U,LE3,T,2,2,services,other,course,mother,2,2,0,yes,yes,yes,no,yes,yes,yes,yes,4,4,4,2,3,5,6,59,72,22,93,67,56,61.5,Comm&Mgmt,59,62,64
530447,GP,F,18,R,GT3,A,3,2,other,services,home,mother,2,2,0,no,no,no,no,no,no,yes,yes,4,1,1,1,1,5,75,80,67,52,53,78,69,66.5,Comm&Mgmt,66.5,70.4,67
530448,GP,M,18,U,GT3,T,4,4,teacher,services,home,mother,2,1,0,no,no,yes,yes,yes,yes,yes,no,3,2,4,1,4,3,22,43,62,64,37,73,90,61.5,Comm&Mgmt,64,80,61
530449,GP,F,18,U,GT3,T,4,4,health,health,reputation,father,1,2,1,yes,yes,no,yes,yes,yes,yes,yes,2,4,4,1,1,4,15,61,5,71,72,56,30,49.16666667,Arts,84,90.9,87
530450,GP,M,18,U,LE3,T,4,3,teacher,services,course,mother,2,1,0,no,no,yes,yes,yes,yes,yes,no,4,2,3,1,2,1,8,63,94,14,59,66,75,61.83333333,Comm&Mgmt,69,62,62
